시도,시군구,읍면동,자격,연령구간,가구수,수급권자수
서울특별시,용산구,용산2가동,차상위본인부담경감대상자,65세이상,13,13
서울특별시,용산구,용산2가동,청소년한부모모자가족,18세미만,2,2
서울특별시,용산구,용산2가동,청소년한부모모자가족,18~64세,2,2
서울특별시,용산구,용산2가동,차상위계층 확인,18세미만,0,2
서울특별시,용산구,용산2가동,차상위계층 확인,18~64세,10,21
서울특별시,용산구,용산2가동,차상위계층 확인,65세이상,16,20
서울특별시,용산구,남영동,모자가족,18세미만,0,7
서울특별시,용산구,남영동,모자가족,18~64세,10,13
서울특별시,용산구,남영동,조손가족,18세미만,0,2
서울특별시,용산구,남영동,조손가족,18~64세,1,1
서울특별시,용산구,남영동,부자가족,18세미만,0,2
서울특별시,용산구,남영동,부자가족,18~64세,2,2
서울특별시,용산구,남영동,차상위장애인,18~64세,2,2
서울특별시,용산구,남영동,차상위장애인,65세이상,8,8
서울특별시,용산구,남영동,차상위자활,18~64세,2,2
서울특별시,용산구,남영동,차상위자활,65세이상,2,2
서울특별시,용산구,남영동,차상위본인부담경감대상자,18세미만,0,5
서울특별시,용산구,남영동,차상위본인부담경감대상자,18~64세,10,8
서울특별시,용산구,남영동,차상위본인부담경감대상자,65세이상,4,4
서울특별시,용산구,남영동,차상위계층 확인,18~64세,3,3
서울특별시,용산구,남영동,차상위계층 확인,65세이상,6,6
서울특별시,용산구,청파동,모자가족,18세미만,7,60
서울특별시,용산구,청파동,모자가족,18~64세,57,79
서울특별시,용산구,청파동,부자가족,18세미만,0,10
서울특별시,용산구,청파동,부자가족,18~64세,15,22
서울특별시,용산구,청파동,차상위장애인,18세미만,0,5
서울특별시,용산구,청파동,차상위장애인,18~64세,28,22
서울특별시,용산구,청파동,차상위장애인,65세이상,25,28
서울특별시,용산구,청파동,차상위자활,18~64세,4,4
서울특별시,용산구,청파동,차상위본인부담경감대상자,18세미만,0,27
서울특별시,용산구,청파동,차상위본인부담경감대상자,18~64세,35,18
서울특별시,용산구,청파동,차상위본인부담경감대상자,65세이상,15,16
서울특별시,용산구,청파동,청소년한부모모자가족,18세미만,0,1
서울특별시,용산구,청파동,청소년한부모모자가족,18~64세,1,1
서울특별시,용산구,청파동,차상위계층 확인,18세미만,0,5
서울특별시,용산구,청파동,차상위계층 확인,18~64세,23,44
서울특별시,용산구,청파동,차상위계층 확인,65세이상,8,9
서울특별시,용산구,원효로1동,모자가족,18세미만,1,14
서울특별시,용산구,원효로1동,모자가족,18~64세,12,19
서울특별시,용산구,원효로1동,부자가족,18세미만,0,4
서울특별시,용산구,원효로1동,부자가족,18~64세,3,3
서울특별시,용산구,원효로1동,차상위장애인,18~64세,4,5
서울특별시,용산구,원효로1동,차상위장애인,65세이상,7,6
서울특별시,용산구,원효로1동,차상위자활,18~64세,2,2
서울특별시,용산구,원효로1동,차상위본인부담경감대상자,18세미만,2,2
서울특별시,용산구,원효로1동,차상위본인부담경감대상자,18~64세,7,7
서울특별시,용산구,원효로1동,차상위본인부담경감대상자,65세이상,10,11
서울특별시,용산구,원효로1동,차상위계층 확인,18세미만,0,1
서울특별시,용산구,원효로1동,차상위계층 확인,18~64세,5,9
서울특별시,용산구,원효로1동,차상위계층 확인,65세이상,6,7
서울특별시,용산구,원효로2동,모자가족,18세미만,0,29
서울특별시,용산구,원효로2동,모자가족,18~64세,26,35
서울특별시,용산구,원효로2동,조손가족,18~64세,0,1
서울특별시,용산구,원효로2동,조손가족,65세이상,1,1
서울특별시,용산구,원효로2동,부자가족,18세미만,0,3
서울특별시,용산구,원효로2동,부자가족,18~64세,3,4
서울특별시,용산구,원효로2동,차상위장애인,18~64세,3,3
서울특별시,용산구,원효로2동,차상위장애인,65세이상,10,10
서울특별시,용산구,원효로2동,차상위자활,18~64세,2,2
서울특별시,용산구,원효로2동,차상위본인부담경감대상자,18세미만,0,3
서울특별시,용산구,원효로2동,차상위본인부담경감대상자,18~64세,12,11
서울특별시,용산구,원효로2동,차상위본인부담경감대상자,65세이상,12,14
서울특별시,용산구,원효로2동,차상위계층 확인,18~64세,5,13
서울특별시,용산구,원효로2동,차상위계층 확인,65세이상,5,6
서울특별시,용산구,효창동,모자가족,18세미만,0,10
서울특별시,용산구,효창동,모자가족,18~64세,10,15
서울특별시,용산구,효창동,차상위장애인,18세미만,0,2
서울특별시,용산구,효창동,차상위장애인,18~64세,6,3
서울특별시,용산구,효창동,차상위장애인,65세이상,6,8
서울특별시,용산구,효창동,차상위자활,18~64세,1,1
서울특별시,용산구,효창동,차상위본인부담경감대상자,18세미만,0,6
서울특별시,용산구,효창동,차상위본인부담경감대상자,18~64세,7,4
서울특별시,용산구,효창동,차상위본인부담경감대상자,65세이상,7,8
서울특별시,용산구,효창동,차상위계층 확인,18세미만,0,2
서울특별시,용산구,효창동,차상위계층 확인,18~64세,3,8
서울특별시,용산구,효창동,차상위계층 확인,65세이상,3,5
서울특별시,용산구,용문동,모자가족,18세미만,10,27
서울특별시,용산구,용문동,모자가족,18~64세,30,38
서울특별시,용산구,용문동,부자가족,18세미만,0,3
서울특별시,용산구,용문동,부자가족,18~64세,3,3
서울특별시,용산구,용문동,차상위장애인,18세미만,0,1
서울특별시,용산구,용문동,차상위장애인,18~64세,12,12
서울특별시,용산구,용문동,차상위장애인,65세이상,14,15
서울특별시,용산구,용문동,차상위본인부담경감대상자,18세미만,0,11
서울특별시,용산구,용문동,차상위본인부담경감대상자,18~64세,14,5
서울특별시,용산구,용문동,차상위본인부담경감대상자,65세이상,11,12
서울특별시,용산구,용문동,차상위계층 확인,18~64세,4,6
서울특별시,용산구,용문동,차상위계층 확인,65세이상,3,3
서울특별시,용산구,한강로동,모자가족,18세미만,0,5
서울특별시,용산구,한강로동,모자가족,18~64세,10,15
서울특별시,용산구,한강로동,부자가족,18~64세,1,2
서울특별시,용산구,한강로동,차상위장애인,18~64세,5,5
서울특별시,용산구,한강로동,차상위장애인,65세이상,13,13
서울특별시,용산구,한강로동,차상위본인부담경감대상자,18세미만,0,4
서울특별시,용산구,한강로동,차상위본인부담경감대상자,18~64세,7,6
서울특별시,용산구,한강로동,차상위본인부담경감대상자,65세이상,16,16
서울특별시,용산구,한강로동,차상위계층 확인,18~64세,7,12
서울특별시,용산구,한강로동,차상위계층 확인,65세이상,9,12
서울특별시,용산구,이촌1동,모자가족,18세미만,0,11
서울특별시,용산구,이촌1동,모자가족,18~64세,11,15
서울특별시,용산구,이촌1동,부자가족,18~64세,1,2
서울특별시,용산구,이촌1동,차상위장애인,18~64세,7,7
서울특별시,용산구,이촌1동,차상위장애인,65세이상,4,4
서울특별시,용산구,이촌1동,차상위본인부담경감대상자,18세미만,0,7
서울특별시,용산구,이촌1동,차상위본인부담경감대상자,18~64세,5,3
서울특별시,용산구,이촌1동,차상위본인부담경감대상자,65세이상,3,2
서울특별시,용산구,이촌1동,청소년한부모모자가족,18세미만,0,1
서울특별시,용산구,이촌1동,청소년한부모모자가족,18~64세,1,1
서울특별시,용산구,이촌1동,차상위계층 확인,18~64세,2,3
서울특별시,용산구,이촌2동,모자가족,18세미만,0,9
서울특별시,용산구,이촌2동,모자가족,18~64세,7,10
서울특별시,용산구,이촌2동,부자가족,18~64세,2,4
서울특별시,용산구,이촌2동,차상위장애인,18~64세,2,2
서울특별시,용산구,이촌2동,차상위장애인,65세이상,6,6
서울특별시,용산구,이촌2동,차상위본인부담경감대상자,18세미만,0,8
서울특별시,용산구,이촌2동,차상위본인부담경감대상자,18~64세,8,5
서울특별시,용산구,이촌2동,차상위본인부담경감대상자,65세이상,7,6
서울특별시,용산구,이촌2동,차상위계층 확인,18~64세,1,4
서울특별시,용산구,이촌2동,차상위계층 확인,65세이상,4,5
서울특별시,용산구,이태원1동,모자가족,18세미만,0,10
서울특별시,용산구,이태원1동,모자가족,18~64세,9,13
서울특별시,용산구,이태원1동,부자가족,18~64세,1,2
서울특별시,용산구,이태원1동,차상위장애인,18세미만,0,1
서울특별시,용산구,이태원1동,차상위장애인,18~64세,8,7
서울특별시,용산구,이태원1동,차상위장애인,65세이상,5,7
서울특별시,용산구,이태원1동,차상위자활,18~64세,1,1
서울특별시,용산구,이태원1동,차상위본인부담경감대상자,18~64세,2,2
서울특별시,용산구,이태원1동,차상위본인부담경감대상자,65세이상,7,8
서울특별시,용산구,이태원1동,차상위계층 확인,18~64세,4,10
서울특별시,용산구,이태원1동,차상위계층 확인,65세이상,3,3
서울특별시,용산구,이태원2동,모자가족,18세미만,0,14
서울특별시,용산구,이태원2동,모자가족,18~64세,18,26
서울특별시,용산구,이태원2동,부자가족,18세미만,0,3
서울특별시,용산구,이태원2동,부자가족,18~64세,3,4
서울특별시,용산구,이태원2동,차상위장애인,18~64세,4,4
서울특별시,용산구,이태원2동,차상위장애인,65세이상,6,6
서울특별시,용산구,이태원2동,차상위자활,18~64세,1,1
서울특별시,용산구,이태원2동,차상위본인부담경감대상자,18세미만,0,8
서울특별시,용산구,이태원2동,차상위본인부담경감대상자,18~64세,13,8
서울특별시,용산구,이태원2동,차상위본인부담경감대상자,65세이상,11,11
서울특별시,용산구,이태원2동,차상위계층 확인,18세미만,0,2
서울특별시,용산구,이태원2동,차상위계층 확인,18~64세,5,9
서울특별시,용산구,이태원2동,차상위계층 확인,65세이상,8,12
서울특별시,용산구,한남동,모자가족,18세미만,0,9
서울특별시,용산구,한남동,모자가족,18~64세,12,20
서울특별시,용산구,한남동,부자가족,18세미만,1,4
서울특별시,용산구,한남동,부자가족,18~64세,4,6
서울특별시,용산구,한남동,차상위장애인,18~64세,4,3
서울특별시,용산구,한남동,차상위장애인,65세이상,20,21
서울특별시,용산구,한남동,차상위본인부담경감대상자,18세미만,0,13
서울특별시,용산구,한남동,차상위본인부담경감대상자,18~64세,18,14
서울특별시,용산구,한남동,차상위본인부담경감대상자,65세이상,19,19
서울특별시,용산구,한남동,차상위계층 확인,18세미만,0,2
서울특별시,용산구,한남동,차상위계층 확인,18~64세,6,10
서울특별시,용산구,한남동,차상위계층 확인,65세이상,15,19
서울특별시,용산구,서빙고동,모자가족,18세미만,1,10
서울특별시,용산구,서빙고동,모자가족,18~64세,15,25
서울특별시,용산구,서빙고동,부자가족,18세미만,0,3
서울특별시,용산구,서빙고동,부자가족,18~64세,4,6
서울특별시,용산구,서빙고동,차상위장애인,18~64세,2,2
서울특별시,용산구,서빙고동,차상위장애인,65세이상,5,6
서울특별시,용산구,서빙고동,차상위본인부담경감대상자,18세미만,0,7
서울특별시,용산구,서빙고동,차상위본인부담경감대상자,18~64세,15,12
서울특별시,용산구,서빙고동,차상위본인부담경감대상자,65세이상,6,7
서울특별시,용산구,서빙고동,차상위계층 확인,18세미만,0,1
서울특별시,용산구,서빙고동,차상위계층 확인,18~64세,3,6
서울특별시,용산구,서빙고동,차상위계층 확인,65세이상,7,8
